Record_ID,Date,Production_Line,Product,Shift,Operator_ID,Machine_ID,Units_Produced,Defects,Rework_Units,Scrap_Units,Downtime_Hours,Root_Cause,Cost_of_Poor_Quality,Good_Units,Defect_Rate,First_Pass_Yield,Scrap_Rate,Rework_Rate
QR02573,2025-09-18,Line B,Device Delta,Evening,OP025,M-105,157,12,3,9,3.27,Packaging,2890.47,145,0.07643312101910828,0.9235668789808917,0.05732484076433121,0.01910828025477707
QR02574,2025-12-23,Line C,Device Gamma,Evening,OP012,M-104,237,6,1,5,0.37,Material,3964.5,231,0.02531645569620253,0.9746835443037974,0.02109704641350211,0.004219409282700422
QR02575,2025-05-02,Line B,Device Gamma,Evening,OP020,M-106,215,6,1,5,0.47,Process,3182.76,209,0.027906976744186046,0.9720930232558139,0.023255813953488372,0.004651162790697674
QR02576,2025-04-21,Line B,Device Delta,Morning,OP009,M-106,150,3,0,3,1.7,Electrical,2520.0,147,0.02,0.98,0.02,0.0
QR02577,2025-11-02,Line A,Device Alpha,Night,OP004,M-106,260,7,1,6,5.58,Assembly,3315.31,253,0.026923076923076925,0.9730769230769231,0.023076923076923078,0.0038461538461538464
QR02578,2025-03-21,Line D,Device Alpha,Evening,OP001,M-103,220,8,2,6,3.72,Calibration,4410.7,212,0.03636363636363636,0.9636363636363636,0.02727272727272727,0.00909090909090909
QR02579,2025-06-11,Line C,Device Beta,Morning,OP007,M-104,153,6,2,4,4.74,Assembly,2344.85,147,0.0392156862745098,0.9607843137254902,0.026143790849673203,0.013071895424836602
QR02580,2025-12-12,Line C,Device Gamma,Evening,OP017,M-101,250,2,1,1,2.13,Process,756.37,248,0.008,0.992,0.004,0.004
QR02581,2025-06-05,Line A,Device Alpha,Morning,OP016,M-104,181,5,1,4,2.9,Electrical,3474.11,176,0.027624309392265192,0.9723756906077348,0.022099447513812154,0.0055248618784530384
QR02582,2025-11-10,Line B,Device Gamma,Evening,OP019,M-103,167,7,2,5,3.49,Material,4123.19,160,0.041916167664670656,0.9580838323353293,0.029940119760479042,0.011976047904191617
QR02583,2025-07-02,Line A,Device Beta,Evening,OP028,M-106,110,3,1,2,2.2,Assembly,1212.33,107,0.02727272727272727,0.9727272727272728,0.01818181818181818,0.00909090909090909
QR02584,2025-04-07,Line B,Device Alpha,Morning,OP022,M-106,210,5,1,4,2.74,Material,3219.0,205,0.023809523809523808,0.9761904761904762,0.01904761904761905,0.004761904761904762
QR02585,2025-07-24,Line C,Device Gamma,Evening,OP014,M-105,105,2,0,2,3.99,Electrical,1680.0,103,0.01904761904761905,0.9809523809523809,0.01904761904761905,0.0
QR02586,2025-12-05,Line D,Device Alpha,Night,OP009,M-103,259,14,3,11,1.96,Electrical,9638.18,245,0.05405405405405406,0.9459459459459459,0.04247104247104247,0.011583011583011582
QR02587,2025-02-27,Line A,Device Gamma,Evening,OP028,M-106,237,5,1,4,1.63,Calibration,2866.51,232,0.02109704641350211,0.9789029535864979,0.016877637130801686,0.004219409282700422
QR02588,2025-12-05,Line D,Device Delta,Evening,OP001,M-101,159,11,3,8,1.43,Electrical,7340.4,148,0.06918238993710692,0.9308176100628931,0.050314465408805034,0.018867924528301886
QR02589,2025-06-09,Line A,Device Beta,Evening,OP029,M-104,193,6,3,3,4.84,Material,2945.73,187,0.031088082901554404,0.9689119170984456,0.015544041450777202,0.015544041450777202
QR02590,2025-05-10,Line B,Device Delta,Evening,OP029,M-103,127,7,2,5,3.76,Assembly,2803.05,120,0.05511811023622047,0.9448818897637795,0.03937007874015748,0.015748031496062992
QR02591,2025-06-02,Line D,Device Beta,Morning,OP023,M-104,113,6,1,5,4.36,Packaging,1421.54,107,0.05309734513274336,0.9469026548672567,0.04424778761061947,0.008849557522123894
QR02592,2025-11-15,Line D,Device Beta,Evening,OP008,M-101,193,11,4,7,1.73,Material,5766.61,182,0.05699481865284974,0.9430051813471503,0.03626943005181347,0.02072538860103627
QR02593,2025-04-18,Line B,Device Alpha,Night,OP027,M-103,270,9,3,6,1.71,Material,5027.67,261,0.03333333333333333,0.9666666666666667,0.022222222222222223,0.011111111111111112
QR02594,2025-07-09,Line B,Device Delta,Evening,OP007,M-102,145,9,4,5,3.97,Assembly,3265.92,136,0.06206896551724138,0.9379310344827586,0.034482758620689655,0.027586206896551724
QR02595,2025-02-21,Line C,Device Delta,Night,OP015,M-105,231,6,1,5,5.01,Assembly,2783.63,225,0.025974025974025976,0.974025974025974,0.021645021645021644,0.004329004329004329
QR02596,2025-07-01,Line B,Device Alpha,Night,OP006,M-102,247,9,2,7,2.24,Process,4523.61,238,0.03643724696356275,0.9635627530364372,0.02834008097165992,0.008097165991902834
QR02597,2025-10-20,Line B,Device Alpha,Night,OP012,M-104,250,13,6,7,2.92,Material,6217.8,237,0.052,0.948,0.028,0.024
QR02598,2025-01-26,Line B,Device Beta,Night,OP028,M-105,162,7,3,4,1.4,Packaging,1379.16,155,0.043209876543209874,0.9567901234567902,0.024691358024691357,0.018518518518518517
QR02599,2025-10-29,Line B,Device Delta,Morning,OP019,M-103,99,3,0,3,1.99,Process,1770.0,96,0.030303030303030304,0.9696969696969697,0.030303030303030304,0.0
QR02600,2025-10-17,Line B,Device Beta,Night,OP029,M-101,230,10,1,9,0.28,Material,7008.32,220,0.043478260869565216,0.9565217391304348,0.0391304347826087,0.004347826086956522
QR02601,2025-03-19,Line C,Device Beta,Night,OP011,M-106,206,8,2,6,4.09,Material,4828.16,198,0.038834951456310676,0.9611650485436893,0.02912621359223301,0.009708737864077669
QR02602,2025-04-01,Line C,Device Beta,Evening,OP021,M-103,123,3,1,2,0.82,Material,1638.49,120,0.024390243902439025,0.975609756097561,0.016260162601626018,0.008130081300813009
QR02603,2025-03-03,Line C,Device Beta,Morning,OP008,M-101,214,5,1,4,1.89,Process,2537.2,209,0.02336448598130841,0.9766355140186916,0.018691588785046728,0.004672897196261682
QR02604,2025-01-19,Line C,Device Beta,Evening,OP001,M-105,119,2,1,1,1.34,Assembly,672.38,117,0.01680672268907563,0.9831932773109243,0.008403361344537815,0.008403361344537815
QR02605,2025-07-08,Line A,Device Alpha,Morning,OP025,M-104,280,5,1,4,2.76,Packaging,1155.78,275,0.017857142857142856,0.9821428571428571,0.014285714285714285,0.0035714285714285713
QR02606,2025-12-08,Line D,Device Beta,Night,OP028,M-104,213,14,2,12,1.39,Electrical,10283.57,199,0.06572769953051644,0.9342723004694836,0.056338028169014086,0.009389671361502348
QR02607,2025-09-07,Line D,Device Delta,Night,OP026,M-104,245,16,6,10,1.11,Calibration,7708.92,229,0.0653061224489796,0.9346938775510204,0.04081632653061224,0.024489795918367346
QR02608,2025-07-30,Line C,Device Alpha,Morning,OP004,M-102,112,1,0,1,5.09,Assembly,520.0,111,0.008928571428571428,0.9910714285714286,0.008928571428571428,0.0
QR02609,2025-01-22,Line D,Device Delta,Evening,OP018,M-104,205,12,5,7,6.51,Electrical,6850.55,193,0.05853658536585366,0.9414634146341463,0.03414634146341464,0.024390243902439025
QR02610,2025-01-08,Line B,Device Delta,Evening,OP007,M-105,95,4,2,2,2.06,Material,1830.74,91,0.042105263157894736,0.9578947368421052,0.021052631578947368,0.021052631578947368
QR02611,2025-07-28,Line C,Device Delta,Morning,OP027,M-106,131,3,1,2,0.81,Process,1398.27,128,0.022900763358778626,0.9770992366412213,0.015267175572519083,0.007633587786259542
QR02612,2025-04-13,Line C,Device Delta,Morning,OP014,M-102,100,2,1,1,0.31,Process,696.92,98,0.02,0.98,0.01,0.01
QR02613,2025-11-17,Line C,Device Delta,Morning,OP002,M-106,174,5,1,4,4.92,Material,3258.22,169,0.028735632183908046,0.9712643678160919,0.022988505747126436,0.005747126436781609
QR02614,2025-06-20,Line B,Device Gamma,Evening,OP024,M-103,100,4,2,2,0.64,Electrical,2122.69,96,0.04,0.96,0.02,0.02
QR02615,2025-01-04,Line A,Device Alpha,Evening,OP030,M-103,115,2,0,2,1.03,Process,1180.0,113,0.017391304347826087,0.9826086956521739,0.017391304347826087,0.0
QR02616,2025-11-20,Line B,Device Gamma,Evening,OP029,M-106,160,6,3,3,3.78,Packaging,1297.39,154,0.0375,0.9625,0.01875,0.01875
QR02617,2025-09-25,Line A,Device Delta,Morning,OP008,M-106,224,10,3,7,0.21,Assembly,4274.14,214,0.044642857142857144,0.9553571428571429,0.03125,0.013392857142857142
QR02618,2025-12-10,Line B,Device Gamma,Morning,OP018,M-104,161,5,1,4,1.6,Assembly,2314.71,156,0.031055900621118012,0.968944099378882,0.024844720496894408,0.006211180124223602
QR02619,2025-09-09,Line A,Device Alpha,Morning,OP024,M-105,255,5,1,4,2.49,Material,3167.03,250,0.0196078431372549,0.9803921568627451,0.01568627450980392,0.00392156862745098
QR02620,2025-08-01,Line D,Device Delta,Morning,OP006,M-105,240,14,4,10,5.21,Assembly,5850.58,226,0.058333333333333334,0.9416666666666667,0.041666666666666664,0.016666666666666666
QR02621,2025-06-19,Line A,Device Alpha,Evening,OP027,M-103,208,4,1,3,2.86,Process,1930.92,204,0.019230769230769232,0.9807692307692307,0.014423076923076924,0.004807692307692308
QR02622,2025-03-20,Line C,Device Gamma,Morning,OP025,M-102,134,1,0,1,0.52,Electrical,840.0,133,0.007462686567164179,0.9925373134328358,0.007462686567164179,0.0
QR02623,2025-03-24,Line A,Device Gamma,Morning,OP015,M-106,251,9,2,7,0.9,Electrical,6167.32,242,0.035856573705179286,0.9641434262948207,0.027888446215139442,0.00796812749003984
QR02624,2025-10-26,Line C,Device Alpha,Evening,OP005,M-101,214,3,1,2,1.29,Electrical,1865.72,211,0.014018691588785047,0.985981308411215,0.009345794392523364,0.004672897196261682
QR02625,2025-01-10,Line C,Device Gamma,Morning,OP021,M-106,101,2,0,2,1.85,Process,1180.0,99,0.019801980198019802,0.9801980198019802,0.019801980198019802,0.0
QR02626,2025-07-03,Line D,Device Alpha,Morning,OP027,M-104,207,10,4,6,0.37,Electrical,5658.1,197,0.04830917874396135,0.9516908212560387,0.028985507246376812,0.01932367149758454
QR02627,2025-03-08,Line A,Device Gamma,Evening,OP023,M-102,178,2,1,1,1.14,Assembly,726.8,176,0.011235955056179775,0.9887640449438202,0.0056179775280898875,0.0056179775280898875
QR02628,2025-03-11,Line D,Device Delta,Morning,OP028,M-102,144,9,4,5,1.79,Material,4427.44,135,0.0625,0.9375,0.034722222222222224,0.027777777777777776
QR02629,2025-02-06,Line D,Device Delta,Night,OP007,M-102,210,13,4,9,0.3,Packaging,2862.95,197,0.06190476190476191,0.9380952380952381,0.04285714285714286,0.01904761904761905
QR02630,2025-11-17,Line A,Device Beta,Evening,OP029,M-101,264,6,2,4,0.74,Material,3225.73,258,0.022727272727272728,0.9772727272727273,0.015151515151515152,0.007575757575757576
QR02631,2025-02-11,Line A,Device Gamma,Morning,OP016,M-104,203,4,1,3,1.58,Assembly,1703.24,199,0.019704433497536946,0.9802955665024631,0.014778325123152709,0.0049261083743842365
QR02632,2025-03-14,Line D,Device Beta,Evening,OP020,M-102,144,11,3,8,3.33,Electrical,7316.86,133,0.0763888888888889,0.9236111111111112,0.05555555555555555,0.020833333333333332
QR02633,2025-08-14,Line A,Device Gamma,Evening,OP001,M-101,161,6,3,3,0.82,Electrical,3167.46,155,0.037267080745341616,0.9627329192546584,0.018633540372670808,0.018633540372670808
QR02634,2025-04-06,Line C,Device Alpha,Morning,OP009,M-105,126,2,1,1,0.68,Packaging,461.86,124,0.015873015873015872,0.9841269841269841,0.007936507936507936,0.007936507936507936
QR02635,2025-06-07,Line D,Device Delta,Evening,OP016,M-104,187,8,2,6,0.46,Assembly,3317.45,179,0.0427807486631016,0.9572192513368984,0.03208556149732621,0.0106951871657754
QR02636,2025-08-05,Line B,Device Delta,Morning,OP003,M-102,258,14,5,9,0.59,Packaging,3418.79,244,0.05426356589147287,0.9457364341085271,0.03488372093023256,0.01937984496124031
QR02637,2025-04-29,Line A,Device Delta,Night,OP019,M-104,126,4,1,3,0.45,Packaging,870.15,122,0.031746031746031744,0.9682539682539683,0.023809523809523808,0.007936507936507936
QR02638,2025-03-04,Line D,Device Gamma,Morning,OP002,M-101,130,7,2,5,1.2,Process,3294.43,123,0.05384615384615385,0.9461538461538461,0.038461538461538464,0.015384615384615385
QR02639,2025-07-05,Line A,Device Delta,Evening,OP029,M-101,141,5,2,3,2.45,Electrical,2914.11,136,0.03546099290780142,0.9645390070921985,0.02127659574468085,0.014184397163120567
QR02640,2025-10-05,Line C,Device Gamma,Morning,OP012,M-104,144,1,0,1,1.95,Material,760.0,143,0.006944444444444444,0.9930555555555556,0.006944444444444444,0.0
QR02641,2025-12-06,Line B,Device Beta,Evening,OP026,M-106,229,10,2,8,0.89,Calibration,5818.22,219,0.043668122270742356,0.9563318777292577,0.034934497816593885,0.008733624454148471
QR02642,2025-10-02,Line B,Device Beta,Evening,OP005,M-104,172,8,2,6,3.29,Assembly,3364.85,164,0.046511627906976744,0.9534883720930233,0.03488372093023256,0.011627906976744186
QR02643,2025-06-30,Line B,Device Beta,Evening,OP016,M-105,187,8,3,5,2.42,Assembly,3045.52,179,0.0427807486631016,0.9572192513368984,0.026737967914438502,0.016042780748663103
QR02644,2025-07-09,Line D,Device Delta,Morning,OP024,M-105,162,11,3,8,2.63,Assembly,4497.68,151,0.06790123456790123,0.9320987654320988,0.04938271604938271,0.018518518518518517
QR02645,2025-07-13,Line B,Device Beta,Evening,OP030,M-105,100,4,1,3,1.53,Electrical,2660.51,96,0.04,0.96,0.03,0.01
QR02646,2025-12-04,Line A,Device Delta,Evening,OP027,M-102,93,3,0,3,1.23,Electrical,2520.0,90,0.03225806451612903,0.967741935483871,0.03225806451612903,0.0
QR02647,2025-07-07,Line D,Device Beta,Evening,OP015,M-103,172,9,3,6,1.57,Electrical,5741.7,163,0.05232558139534884,0.9476744186046512,0.03488372093023256,0.01744186046511628
QR02648,2025-10-23,Line A,Device Gamma,Evening,OP005,M-105,154,5,2,3,4.7,Process,2015.92,149,0.032467532467532464,0.9675324675324676,0.01948051948051948,0.012987012987012988
QR02649,2025-11-22,Line C,Device Gamma,Evening,OP015,M-105,263,3,1,2,1.29,Packaging,688.44,260,0.011406844106463879,0.9885931558935361,0.0076045627376425855,0.0038022813688212928
QR02650,2025-07-28,Line B,Device Alpha,Morning,OP020,M-101,103,4,1,3,1.42,Process,1871.2,99,0.038834951456310676,0.9611650485436893,0.02912621359223301,0.009708737864077669
QR02651,2025-05-24,Line A,Device Gamma,Morning,OP015,M-101,160,3,1,2,1.21,Assembly,1273.77,157,0.01875,0.98125,0.0125,0.00625
QR02652,2025-01-30,Line D,Device Gamma,Morning,OP003,M-101,214,13,2,11,2.1,Process,6747.24,201,0.06074766355140187,0.9392523364485982,0.0514018691588785,0.009345794392523364
QR02653,2025-04-02,Line C,Device Alpha,Morning,OP002,M-105,141,3,1,2,2.37,Electrical,1839.7,138,0.02127659574468085,0.9787234042553191,0.014184397163120567,0.0070921985815602835
QR02654,2025-04-10,Line A,Device Delta,Evening,OP022,M-102,184,7,2,5,2.63,Assembly,2870.32,177,0.03804347826086957,0.9619565217391305,0.02717391304347826,0.010869565217391304
QR02655,2025-06-19,Line C,Device Delta,Morning,OP030,M-104,115,3,1,2,1.79,Electrical,1897.72,112,0.02608695652173913,0.9739130434782609,0.017391304347826087,0.008695652173913044
QR02656,2025-04-19,Line A,Device Alpha,Evening,OP001,M-102,189,4,1,3,1.05,Material,2500.68,185,0.021164021164021163,0.9788359788359788,0.015873015873015872,0.005291005291005291
QR02657,2025-10-31,Line D,Device Gamma,Morning,OP030,M-101,257,14,3,11,1.61,Process,7074.28,243,0.054474708171206226,0.9455252918287937,0.042801556420233464,0.011673151750972763
QR02658,2025-02-26,Line A,Device Gamma,Night,OP002,M-105,123,1,0,1,0.64,Packaging,260.0,122,0.008130081300813009,0.991869918699187,0.008130081300813009,0.0
QR02659,2025-06-10,Line A,Device Gamma,Morning,OP017,M-101,194,3,1,2,0.69,Material,1721.85,191,0.015463917525773196,0.9845360824742269,0.010309278350515464,0.005154639175257732
QR02660,2025-10-30,Line C,Device Alpha,Morning,OP008,M-104,197,6,1,5,3.23,Material,3910.52,191,0.030456852791878174,0.9695431472081218,0.025380710659898477,0.005076142131979695
QR02661,2025-12-15,Line B,Device Beta,Night,OP022,M-105,123,4,2,2,4.81,Assembly,1351.49,119,0.032520325203252036,0.967479674796748,0.016260162601626018,0.016260162601626018
QR02662,2025-10-16,Line A,Device Alpha,Night,OP016,M-101,186,7,1,6,1.43,Electrical,5134.17,179,0.03763440860215054,0.9623655913978495,0.03225806451612903,0.005376344086021506
QR02663,2025-05-24,Line A,Device Beta,Evening,OP019,M-106,137,5,1,4,0.89,Material,3150.49,132,0.0364963503649635,0.9635036496350365,0.029197080291970802,0.0072992700729927005
QR02664,2025-03-20,Line D,Device Alpha,Night,OP011,M-105,256,10,4,6,1.78,Electrical,5620.76,246,0.0390625,0.9609375,0.0234375,0.015625
QR02665,2025-06-21,Line A,Device Beta,Evening,OP018,M-101,223,5,1,4,0.58,Process,2539.77,218,0.02242152466367713,0.9775784753363229,0.017937219730941704,0.004484304932735426
QR02666,2025-11-01,Line D,Device Alpha,Night,OP001,M-101,192,10,3,7,0.52,Packaging,2193.69,182,0.052083333333333336,0.9479166666666666,0.036458333333333336,0.015625
QR02667,2025-04-17,Line C,Device Gamma,Evening,OP023,M-103,175,2,0,2,3.08,Material,1520.0,173,0.011428571428571429,0.9885714285714285,0.011428571428571429,0.0
QR02668,2025-01-28,Line C,Device Alpha,Morning,OP026,M-104,160,4,1,3,1.01,Process,1971.11,156,0.025,0.975,0.01875,0.00625
QR02669,2025-08-11,Line B,Device Beta,Evening,OP021,M-101,239,9,3,6,0.59,Packaging,2186.53,230,0.03765690376569038,0.9623430962343096,0.02510460251046025,0.012552301255230125
QR02670,2025-04-24,Line C,Device Delta,Night,OP015,M-104,203,8,3,5,1.67,Electrical,4666.71,195,0.03940886699507389,0.9605911330049262,0.024630541871921183,0.014778325123152709
QR02671,2025-12-10,Line C,Device Beta,Morning,OP022,M-103,216,3,0,3,0.29,Electrical,2520.0,213,0.013888888888888888,0.9861111111111112,0.013888888888888888,0.0
QR02672,2025-02-04,Line B,Device Alpha,Night,OP005,M-102,216,7,1,6,0.93,Calibration,4214.83,209,0.032407407407407406,0.9675925925925926,0.027777777777777776,0.004629629629629629
QR02673,2025-11-23,Line A,Device Gamma,Morning,OP009,M-106,271,6,2,4,2.18,Material,3413.48,265,0.02214022140221402,0.977859778597786,0.014760147601476014,0.007380073800738007
QR02674,2025-10-27,Line B,Device Delta,Night,OP005,M-101,135,5,1,4,4.48,Calibration,2831.01,130,0.037037037037037035,0.9629629629629629,0.02962962962962963,0.007407407407407408
QR02675,2025-04-18,Line C,Device Gamma,Evening,OP011,M-103,98,1,0,1,2.06,Process,590.0,97,0.01020408163265306,0.9897959183673469,0.01020408163265306,0.0
QR02676,2025-05-01,Line D,Device Beta,Evening,OP019,M-101,160,8,3,5,1.18,Assembly,3315.94,152,0.05,0.95,0.03125,0.01875
QR02677,2025-09-14,Line D,Device Alpha,Evening,OP004,M-105,190,7,1,6,1.05,Assembly,3348.83,183,0.03684210526315789,0.9631578947368421,0.031578947368421054,0.005263157894736842
QR02678,2025-09-28,Line C,Device Delta,Morning,OP012,M-104,124,4,2,2,1.21,Electrical,1863.11,120,0.03225806451612903,0.967741935483871,0.016129032258064516,0.016129032258064516
QR02679,2025-09-15,Line D,Device Gamma,Evening,OP027,M-103,207,9,2,7,1.6,Packaging,2130.18,198,0.043478260869565216,0.9565217391304348,0.033816425120772944,0.00966183574879227
QR02680,2025-04-13,Line A,Device Beta,Evening,OP005,M-106,275,11,5,6,0.65,Process,4177.33,264,0.04,0.96,0.02181818181818182,0.01818181818181818
QR02681,2025-04-20,Line C,Device Gamma,Night,OP022,M-103,123,2,0,2,1.57,Assembly,1040.0,121,0.016260162601626018,0.983739837398374,0.016260162601626018,0.0
QR02682,2025-08-22,Line A,Device Alpha,Night,OP030,M-106,267,6,2,4,2.23,Calibration,3168.22,261,0.02247191011235955,0.9775280898876404,0.0149812734082397,0.00749063670411985
QR02683,2025-03-07,Line D,Device Delta,Evening,OP019,M-104,101,5,2,3,1.23,Calibration,2480.04,96,0.04950495049504951,0.9504950495049505,0.0297029702970297,0.019801980198019802
QR02684,2025-08-02,Line C,Device Beta,Morning,OP007,M-103,141,3,1,2,4.68,Assembly,1251.41,138,0.02127659574468085,0.9787234042553191,0.014184397163120567,0.0070921985815602835
QR02685,2025-04-30,Line C,Device Delta,Evening,OP022,M-104,150,6,2,4,0.63,Process,2624.68,144,0.04,0.96,0.02666666666666667,0.013333333333333334
QR02686,2025-06-21,Line D,Device Delta,Night,OP026,M-102,112,7,1,6,0.79,Assembly,3317.9,105,0.0625,0.9375,0.05357142857142857,0.008928571428571428
QR02687,2025-10-04,Line A,Device Alpha,Evening,OP008,M-102,173,2,0,2,1.13,Material,1520.0,171,0.011560693641618497,0.9884393063583815,0.011560693641618497,0.0
QR02688,2025-04-17,Line B,Device Beta,Morning,OP004,M-104,246,10,2,8,0.08,Assembly,4495.5,236,0.04065040650406504,0.959349593495935,0.032520325203252036,0.008130081300813009
QR02689,2025-03-18,Line C,Device Alpha,Morning,OP003,M-103,186,4,2,2,0.9,Electrical,2091.57,182,0.021505376344086023,0.978494623655914,0.010752688172043012,0.010752688172043012
QR02690,2025-05-24,Line D,Device Beta,Evening,OP008,M-106,91,5,1,4,0.3,Material,3241.76,86,0.054945054945054944,0.945054945054945,0.04395604395604396,0.01098901098901099
QR02691,2025-09-10,Line D,Device Gamma,Night,OP014,M-103,122,5,1,4,0.18,Process,2475.77,117,0.040983606557377046,0.9590163934426229,0.03278688524590164,0.00819672131147541
QR02692,2025-06-04,Line B,Device Delta,Night,OP006,M-101,129,5,2,3,1.47,Assembly,2003.83,124,0.03875968992248062,0.9612403100775194,0.023255813953488372,0.015503875968992248
QR02693,2025-06-12,Line B,Device Alpha,Morning,OP022,M-105,168,8,1,7,0.67,Process,4298.71,160,0.047619047619047616,0.9523809523809523,0.041666666666666664,0.005952380952380952
QR02694,2025-06-24,Line B,Device Alpha,Night,OP001,M-103,247,5,2,3,1.08,Material,2594.14,242,0.020242914979757085,0.979757085020243,0.012145748987854251,0.008097165991902834
QR02695,2025-10-23,Line D,Device Delta,Morning,OP012,M-105,202,16,5,11,0.77,Assembly,6817.34,186,0.07920792079207921,0.9207920792079208,0.054455445544554455,0.024752475247524754
QR02696,2025-05-31,Line B,Device Beta,Evening,OP022,M-104,119,6,2,4,0.86,Assembly,2385.88,113,0.05042016806722689,0.9495798319327731,0.03361344537815126,0.01680672268907563
QR02697,2025-08-28,Line A,Device Beta,Morning,OP024,M-102,202,6,1,5,1.78,Process,3108.96,196,0.0297029702970297,0.9702970297029703,0.024752475247524754,0.0049504950495049506
QR02698,2025-09-30,Line B,Device Delta,Evening,OP003,M-106,103,4,1,3,2.03,Assembly,1700.28,99,0.038834951456310676,0.9611650485436893,0.02912621359223301,0.009708737864077669
QR02699,2025-10-02,Line D,Device Beta,Night,OP002,M-102,221,14,3,11,4.05,Calibration,7805.18,207,0.06334841628959276,0.9366515837104072,0.049773755656108594,0.013574660633484163
QR02700,2025-10-07,Line A,Device Gamma,Evening,OP016,M-103,186,3,0,3,3.58,Assembly,1560.0,183,0.016129032258064516,0.9838709677419355,0.016129032258064516,0.0
QR02701,2025-04-04,Line D,Device Beta,Night,OP013,M-102,178,9,2,7,5.69,Electrical,6095.83,169,0.05056179775280899,0.949438202247191,0.03932584269662921,0.011235955056179775
QR02702,2025-10-15,Line A,Device Beta,Morning,OP016,M-102,217,6,2,4,0.51,Assembly,2298.3,211,0.027649769585253458,0.9723502304147466,0.018433179723502304,0.009216589861751152
QR02703,2025-04-06,Line C,Device Beta,Night,OP002,M-102,101,2,0,2,1.87,Assembly,1040.0,99,0.019801980198019802,0.9801980198019802,0.019801980198019802,0.0
QR02704,2025-10-30,Line C,Device Delta,Morning,OP028,M-103,103,3,1,2,0.59,Packaging,654.23,100,0.02912621359223301,0.970873786407767,0.019417475728155338,0.009708737864077669
QR02705,2025-02-28,Line D,Device Gamma,Morning,OP010,M-102,108,5,2,3,2.48,Electrical,2785.96,103,0.046296296296296294,0.9537037037037037,0.027777777777777776,0.018518518518518517
QR02706,2025-11-07,Line A,Device Beta,Morning,OP021,M-102,231,8,1,7,4.11,Assembly,3864.18,223,0.03463203463203463,0.9653679653679653,0.030303030303030304,0.004329004329004329
QR02707,2025-04-25,Line C,Device Beta,Morning,OP018,M-106,261,5,1,4,1.87,Assembly,2249.77,256,0.019157088122605363,0.9808429118773946,0.01532567049808429,0.0038314176245210726
QR02708,2025-10-28,Line D,Device Delta,Night,OP023,M-104,249,17,7,10,2.98,Assembly,6408.55,232,0.06827309236947791,0.9317269076305221,0.040160642570281124,0.028112449799196786
QR02709,2025-05-28,Line B,Device Gamma,Morning,OP013,M-103,205,4,1,3,0.35,Packaging,903.44,201,0.01951219512195122,0.9804878048780488,0.014634146341463415,0.004878048780487805
QR02710,2025-12-07,Line C,Device Delta,Morning,OP001,M-105,271,6,2,4,3.25,Calibration,2964.0,265,0.02214022140221402,0.977859778597786,0.014760147601476014,0.007380073800738007
QR02711,2025-09-02,Line A,Device Beta,Evening,OP008,M-104,191,6,2,4,1.4,Material,3395.08,185,0.031413612565445025,0.9685863874345549,0.020942408376963352,0.010471204188481676
QR02712,2025-02-15,Line B,Device Alpha,Morning,OP030,M-103,228,8,3,5,2.22,Process,3363.36,220,0.03508771929824561,0.9649122807017544,0.021929824561403508,0.013157894736842105
QR02713,2025-03-23,Line D,Device Gamma,Morning,OP027,M-105,219,9,3,6,1.58,Assembly,3815.83,210,0.0410958904109589,0.958904109589041,0.0273972602739726,0.0136986301369863
QR02714,2025-05-28,Line D,Device Beta,Morning,OP019,M-101,245,16,7,9,2.22,Calibration,7182.87,229,0.0653061224489796,0.9346938775510204,0.036734693877551024,0.02857142857142857
QR02715,2025-05-23,Line A,Device Alpha,Evening,OP003,M-104,148,3,1,2,0.68,Calibration,1581.35,145,0.02027027027027027,0.9797297297297297,0.013513513513513514,0.006756756756756757
QR02716,2025-08-25,Line B,Device Beta,Morning,OP012,M-101,94,4,1,3,1.09,Process,1978.7,90,0.0425531914893617,0.9574468085106383,0.031914893617021274,0.010638297872340425
QR02717,2025-02-24,Line D,Device Beta,Morning,OP025,M-102,195,11,5,6,3.32,Process,4169.79,184,0.05641025641025641,0.9435897435897436,0.03076923076923077,0.02564102564102564
QR02718,2025-09-06,Line B,Device Alpha,Evening,OP004,M-104,232,6,2,4,1.29,Packaging,1413.76,226,0.02586206896551724,0.9741379310344828,0.017241379310344827,0.008620689655172414
QR02719,2025-01-13,Line C,Device Alpha,Morning,OP005,M-104,190,6,2,4,1.92,Process,2599.4,184,0.031578947368421054,0.968421052631579,0.021052631578947368,0.010526315789473684
QR02720,2025-04-03,Line C,Device Gamma,Evening,OP017,M-104,184,4,1,3,1.65,Process,1964.51,180,0.021739130434782608,0.9782608695652174,0.016304347826086956,0.005434782608695652
QR02721,2025-07-14,Line A,Device Alpha,Evening,OP010,M-102,92,1,0,1,3.04,Material,760.0,91,0.010869565217391304,0.9891304347826086,0.010869565217391304,0.0
QR02722,2025-03-19,Line B,Device Delta,Night,OP017,M-101,232,11,2,9,0.8,Process,5527.56,221,0.04741379310344827,0.9525862068965517,0.03879310344827586,0.008620689655172414
QR02723,2025-02-19,Line D,Device Delta,Evening,OP027,M-102,173,11,3,8,5.53,Assembly,4636.12,162,0.06358381502890173,0.9364161849710982,0.046242774566473986,0.017341040462427744
QR02724,2025-02-12,Line B,Device Delta,Night,OP016,M-101,173,9,2,7,1.62,Process,4596.6,164,0.05202312138728324,0.9479768786127167,0.04046242774566474,0.011560693641618497
